Genus	predicted_mobility	Relaxase	PCN	Multiple_replicons	Length_chr	gc	Number_plasmids	Predicted_ptu	Logsize
Escherichia	non-mobilizable	No MOB	1.20224203022927	Multiple replicons	5542130	47.8203048978268	1	PTU-E5	4.96609477944617
Klebsiella	conjugative	Multiple MOB	1.20206537453116	Single replicons	5377031	0.519656326489835	3	PTU-C	5.14654041958469
Staphylococcus	non-mobilizable	No MOB	1.20181962484472	Multiple replicons	2741223	0.276913693199146	1	PTU-Bac42	4.21471142100538
Klebsiella	non-mobilizable	No MOB	1.20093823493972	Multiple replicons	5171383	0.528542782325603	2	PTU-FK	5.32622317557269
Escherichia	conjugative	MOBP	1.20055700521915	Single replicons	4958823	41.5689493433396	10	PTU-X4	4.62981719601852
Escherichia	conjugative	MOBF	1.20048833195054	Multiple replicons	4902711	49.3869234506312	1	PTU-E77	5.13959890757379
Klebsiella	conjugative	Multiple MOB	1.20045786787868	Multiple replicons	5256586	0.521584649939318	3	PTU-FK	5.26030279096692
Escherichia	non-mobilizable	No MOB	1.20037044090252	Multiple replicons	5546758	47.9563917110315	1	PTU-E5	4.9744840591234
Escherichia	conjugative	Multiple MOB	1.19907568510698	Multiple replicons	5022408	50.7015426958785	3	PTU-FE	5.00120999444606
Klebsiella	non-mobilizable	No MOB	1.19903081164903	Multiple replicons	5347404	0.502680004096822	2	PTU-E35	5.24488544920995
Klebsiella	mobilizable	No MOB	1.19828293580545	Multiple replicons	5341581	0.529190021036581	3	PTU-R	4.85021111025035
Klebsiella	conjugative	Multiple MOB	1.1982222618487	Multiple replicons	5358293	0.524899433544044	6	PTU-FK	5.3867129388586
Escherichia	non-mobilizable	No MOB	1.19794703953107	Single replicons	4675244	47.8364551698836	4	PTU-Y	4.99178409566178
Escherichia	conjugative	Multiple MOB	1.19523459288514	Multiple replicons	5100777	52.2121403418036	6	PTU-FE	5.11885639227502
Acinetobacter	conjugative	MOBF	1.19504256793288	Single replicons	3993843	0.336218015394217	3	PTU-Pse5	4.85796538118433
Acinetobacter	conjugative	MOBF	1.19425627316547	Single replicons	3993838	0.336218015394217	3	PTU-Pse5	4.85796538118433
Escherichia	conjugative	MOBF	1.19387761278853	Multiple replicons	5112477	52.360267231188	6	PTU-FE	4.86180911826706
Escherichia	conjugative	MOBP	1.19358312644397	Single replicons	4990655	40.4441391941392	7	PTU-E28	4.64028262969668
Salmonella	conjugative	Multiple MOB	1.19336446767466	Multiple replicons	4848834	0.521878142809252	1	PTU-C	5.37774324035401
Escherichia	conjugative	MOBP	1.19279022707393	Single replicons	4786118	41.3316543365339	3	PTU-X4	4.50194885967128
Escherichia	conjugative	MOBF	1.19255804714722	Multiple replicons	5520894	52.7587678631875	2	PTU-FE	4.83217028649592
Escherichia	conjugative	MOBP	1.19172901734232	Single replicons	4988215	51.1665017428436	6	PTU-I1	5.04988833497617
Escherichia	conjugative	MOBF	1.19121438925967	Single replicons	5570476	48.2317569310762	3	PTU-E41	5.00336573527017
Escherichia	conjugative	MOBF	1.19017463379162	Multiple replicons	5044460	50.9476014760148	2	PTU-FE	4.83090929954644
Klebsiella	conjugative	MOBP	1.18991673274126	Multiple replicons	5406723	0.532426873291094	4	PTU-E25	5.08298990714807
Escherichia	conjugative	MOBP	1.18938660048223	Single replicons	4810511	49.5665243131289	3	PTU-I1	5.03789639729661
Salmonella	non-mobilizable	No MOB	1.18822630238428	Multiple replicons	4679617	0.519470457454692	3	PTU-FS	4.77358167877841
Escherichia	non-mobilizable	No MOB	1.1877864411837	Single replicons	5712798	47.9280688037529	8	PTU-E49	4.78811178185424
Escherichia	conjugative	MOBF	1.1862306031408	Multiple replicons	5105031	49.2269803442576	8	PTU-FE	5.17794895590978
Staphylococcus	mobilizable	No MOB	1.1857231280697	Multiple replicons	2811242	0.271783775854481	2	PTU-Bac42	4.43565328532642
Klebsiella	conjugative	Multiple MOB	1.18557103770178	Multiple replicons	5220279	0.524226080466306	4	PTU-FK	5.35235234230083
Klebsiella	conjugative	MOBH	1.18454534756661	Multiple replicons	5343549	0.464144461850803	4	PTU-HI1B	5.4543844162442
Staphylococcus	mobilizable	No MOB	1.18303540583218	Multiple replicons	2863573	0.271917228174822	1	PTU-Bac42	4.43391377509016
Escherichia	conjugative	Multiple MOB	1.1830317998101	Single replicons	4658583	52.1336010220843	2	PTU-C	5.13664130910675
Salmonella	non-mobilizable	No MOB	1.1814569135479	Multiple replicons	4715485	0.465399369923491	4	PTU-HI2	5.367924046334
Klebsiella	conjugative	Multiple MOB	1.18057917579664	Single replicons	5943444	0.516641282486869	9	PTU-FK	5.31144020839033
Escherichia	non-mobilizable	No MOB	1.17961845803555	Single replicons	5094619	47.7295813611705	4	PTU-E25	4.96632010897034
Escherichia	conjugative	MOBH	1.17924110884617	Single replicons	4836724	47.3133077767985	8	PTU-HI1A	5.36236747704727
Staphylococcus	conjugative	MOBQ	1.17874703398704	Single replicons	2849402	0.27939608625374	2	PTU-Bac44	4.46354959645607
Salmonella	non-mobilizable	No MOB	1.17870707111572	Multiple replicons	4679795	0.51763645125686	2	PTU-FS	4.80839329780444
Escherichia	non-mobilizable	No MOB	1.1783796039641	Single replicons	4669945	46.744364446334	4	PTU-E16	5.03421521916696
Escherichia	conjugative	MOBP	1.17691772543144	Multiple replicons	4955402	49.4294141072229	3	PTU-B/O/K/Z	5.20604830575657
Escherichia	conjugative	Multiple MOB	1.17654744842716	Single replicons	5068537	49.5075527288033	10	PTU-B/O/K/Z	5.02903864029041
Staphylococcus	mobilizable	No MOB	1.17584501036172	Multiple replicons	2860128	0.271783775854481	1	PTU-Bac42	4.43565328532642
Escherichia	conjugative	MOBP	1.17470281732662	Single replicons	5165674	49.9994121450826	10	PTU-I1	4.9296998489137
Bacillus	non-mobilizable	No MOB	1.17413857379761	Single replicons	5269264	0.300735019309829	7	PTU-Bac14	3.90455326297677
Klebsiella	conjugative	Multiple MOB	1.17335967368343	Multiple replicons	5323592	0.523284043257559	2	PTU-FK	5.17470800205707
Klebsiella	conjugative	Multiple MOB	1.17312072498889	Multiple replicons	5229229	0.51242590131094	1	PTU-FK	5.20068911184661
Klebsiella	non-mobilizable	No MOB	1.17284132408328	Multiple replicons	5436561	0.512029213196892	3	PTU-FK	5.07097935678868
Klebsiella	non-mobilizable	No MOB	1.17150988724819	Single replicons	5369040	0.487242827713519	1	PTU-E15	5.0497334413981
Klebsiella	conjugative	Multiple MOB	1.17126572108102	Multiple replicons	5377031	0.510773967750012	3	PTU-FK	5.273512859057
Klebsiella	mobilizable	MOBP	1.17116349666087	Single replicons	5472771	0.468157423971377	8	PTU-E1	3.74741180788642
Klebsiella	conjugative	Multiple MOB	1.17110212383548	Multiple replicons	5228900	0.524944352549572	5	PTU-FK	5.38889123968125
Escherichia	conjugative	Multiple MOB	1.17077351644973	Single replicons	4645627	51.3240443536621	2	PTU-C	5.13697409575783
Klebsiella	conjugative	Multiple MOB	1.16976318736997	Single replicons	5371820	0.523791338883373	3	PTU-FK	5.37231167298098
Escherichia	conjugative	MOBP	1.16900597707475	Single replicons	4988092	50.0383805381148	2	PTU-I1	5.00695354755301
Escherichia	conjugative	MOBF	1.16860254709965	Multiple replicons	4644672	49.9493355960688	4	PTU-FE	5.08417217825015
Klebsiella	conjugative	Multiple MOB	1.16828563788913	Single replicons	5568836	0.526319098241622	5	PTU-C	5.20158009036671
Escherichia	conjugative	Multiple MOB	1.16824784236214	Multiple replicons	4672959	51.0224447634721	2	PTU-FE	5.05780298777645
Escherichia	conjugative	MOBP	1.16822647521918	Single replicons	4830167	49.9793933399275	2	PTU-I1	4.68599239296659
Enterococcus	conjugative	MOBP	1.16739136633116	Single replicons	2758635	0.355801537972081	7	PTU-Lab18	5.41118519418921
Klebsiella	mobilizable	No MOB	1.16699151222925	Multiple replicons	5357562	0.531247924553364	2	PTU-R	4.87670845473774
Klebsiella	conjugative	Multiple MOB	1.16572713162355	Multiple replicons	5382288	0.524675145428491	3	PTU-FK	5.39153670007252
Escherichia	mobilizable	MOBP	1.16522017562348	Multiple replicons	5406069	47.5367263560501	1	PTU-E5	4.96393886003075
Enterobacter	conjugative	MOBH	1.16463041598711	Multiple replicons	4938911	47.1119097863361	4	PTU-HI2	5.48184377141838
Enterobacter	conjugative	MOBH	1.16424546834608	Multiple replicons	4633407	46.709383443197	4	PTU-HI2	5.40656232037261
Klebsiella	non-mobilizable	No MOB	1.16287792098633	Single replicons	5344936	0.52938351888818	3	PTU-FK	5.16369496677354
Klebsiella	conjugative	MOBP	1.16260818056771	Single replicons	5236925	0.505499840483819	3	PTU-L/M	4.85789309815967
Klebsiella	non-mobilizable	No MOB	1.16225397353125	Multiple replicons	5392753	0.517592984972455	3	PTU-FK	5.18578289067065
Escherichia	non-mobilizable	No MOB	1.16179320512147	Single replicons	4963168	45.8007045175644	6	PTU-E16	5.05411106634091
Salmonella	conjugative	MOBH	1.16082787347308	Multiple replicons	4916845	0.468557057638505	1	PTU-HI2	5.36140482742166
Klebsiella	conjugative	Multiple MOB	1.16043501252012	Multiple replicons	5311445	0.518618322090051	1	PTU-FK	5.3359029998922
Klebsiella	non-mobilizable	No MOB	1.16026009675952	Multiple replicons	5470998	0.501050452284133	1	PTU-E21	5.35973875096295
Enterococcus	non-mobilizable	No MOB	1.16025235291992	Single replicons	2804833	0.352803738317757	5	PTU-Lab18	4.37180645850742
Escherichia	conjugative	MOBP	1.15968914995215	Single replicons	4761479	41.9344090627826	3	PTU-I2	4.79952663578732
Staphylococcus	mobilizable	No MOB	1.15947377134336	Multiple replicons	2961166	0.289092985628628	1	PTU-Bac17	4.32250872792151
Escherichia	conjugative	Multiple MOB	1.15926145183681	Multiple replicons	4906821	50.7901588508908	4	PTU-FE	5.23278017934659
Escherichia	non-mobilizable	No MOB	1.15915377073132	Multiple replicons	5553138	47.914201183432	1	PTU-E5	4.97607473161987
Klebsiella	mobilizable	MOBH	1.15913276488429	Single replicons	5344685	0.51404666871354	2	PTU-E60	5.29096900894852
Salmonella	conjugative	MOBF	1.15902090843158	Multiple replicons	4744179	0.521197208664435	2	PTU-FS	4.69532404101682
Staphylococcus	conjugative	MOBP	1.15892973370072	Single replicons	2791691	0.300967994175857	2	PTU-Bac7	4.56922170428736
Klebsiella	conjugative	Multiple MOB	1.15877709280806	Multiple replicons	5329474	0.532943768184204	4	PTU-FK	5.30924040488278
Escherichia	conjugative	Multiple MOB	1.15834704705029	Multiple replicons	5048777	50.5489986789036	10	PTU-FE	5.05804243077689
Klebsiella	conjugative	Multiple MOB	1.15817178815724	Multiple replicons	5584066	0.527036304577266	4	PTU-E64	4.98940976817322
Escherichia	non-mobilizable	No MOB	1.15740213961527	Multiple replicons	5455720	48.1190672719769	2	PTU-E5	4.98641340546547
Enterobacter	conjugative	MOBP	1.15726912650517	Single replicons	4801031	44.7179578325298	6	PTU-X3	4.65331866167559
Escherichia	conjugative	MOBF	1.15686529363082	Multiple replicons	4787915	52.7007223942209	6	PTU-FE	4.98632377705077
Klebsiella	non-mobilizable	No MOB	1.15592412944328	Single replicons	5374770	0.522917283219887	5	PTU-E70	4.73290817443082
Escherichia	conjugative	MOBF	1.15573728412609	Multiple replicons	4653505	50.8624581614385	2	PTU-FE	5.10880172412203
Escherichia	conjugative	Multiple MOB	1.15529413026554	Multiple replicons	5056072	53.550289798677	3	PTU-FE	4.98969003710005
Escherichia	mobilizable	No MOB	1.15435428142575	Single replicons	5178760	52.9377108885437	2	PTU-C	4.87322757027605
Klebsiella	conjugative	Multiple MOB	1.1535799148783	Single replicons	5242834	0.524493850635658	7	PTU-C	5.21506094101993
Enterobacter	conjugative	MOBF	1.15353743948007	Multiple replicons	5044147	52.3969581337447	5	PTU-E60	5.26659620047972
Klebsiella	non-mobilizable	No MOB	1.15334734587854	Single replicons	5496498	0.565730337078652	5	PTU-E11	3.25042000230889
Enterobacter	conjugative	Multiple MOB	1.15286489623225	Multiple replicons	4722490	52.6821303024037	5	PTU-E60	5.14688119337033
Klebsiella	conjugative	Multiple MOB	1.15258759209642	Multiple replicons	5319600	0.532790966396423	6	PTU-FK	5.0271334262083
Escherichia	conjugative	Multiple MOB	1.1517131997229	Multiple replicons	4767905	52.026079261208	5	PTU-FE	5.22039316372441
Enterococcus	conjugative	MOBV	1.15169773584659	Single replicons	2639985	0.360043764816214	2	PTU-Bac45	4.58418417269684
Klebsiella	non-mobilizable	No MOB	1.15168292476465	Single replicons	6217725	0.488675434265452	5	PTU-E74	5.04686569782925
Staphylococcus	mobilizable	No MOB	1.15165442910536	Multiple replicons	2811757	0.271783775854481	1	PTU-Bac42	4.43565328532642
Klebsiella	non-mobilizable	No MOB	1.15084000397153	Multiple replicons	5367150	0.521027033767961	2	PTU-E64	4.85835068759664
Klebsiella	mobilizable	MOBC	1.15018742585716	Single replicons	5316773	0.585185185185185	4	PTU-E4	4.28566980596007
Acinetobacter	mobilizable	MOBP	1.15012584121735	Single replicons	3983259	0.40538115474247	6	PTU-Pse10	4.90440715703991
Escherichia	mobilizable	MOBP	1.14968539714421	Multiple replicons	5003672	52.6024823004982	5	PTU-FE	4.96155397259419
Escherichia	non-mobilizable	No MOB	1.14962759374321	Single replicons	5099687	47.5332314823476	3	PTU-Y	4.98326083898581
Escherichia	conjugative	MOBF	1.14920522438154	Multiple replicons	5109571	49.7669968153797	5	PTU-FE	5.13642882617887
Salmonella	conjugative	Multiple MOB	1.14823765439989	Single replicons	4790068	0.528258763321988	3	PTU-C	5.20685824460063
Salmonella	conjugative	MOBH	1.14716900033846	Multiple replicons	4792518	0.457368365067546	2	PTU-HI2	5.37111406135501
Klebsiella	non-mobilizable	No MOB	1.14667031719895	Single replicons	5415638	0.489301898181097	2	PTU-E15	5.04532689133193
Klebsiella	conjugative	Multiple MOB	1.14622604709525	Single replicons	5345730	0.534461689455098	3	PTU-FK	5.31775838660606
Escherichia	conjugative	MOBF	1.14610341656164	Single replicons	4648008	51.2655819886758	8	PTU-N1	4.65014232379243
Bacillus	conjugative	MOBP	1.14542077457266	Multiple replicons	5619062	0.322346140371365	5	PTU-Bac28	4.83571593101373
Escherichia	conjugative	MOBP	1.14515972947672	Single replicons	4877427	50.1398075476792	7	PTU-I1	5.01583738428066
Klebsiella	conjugative	MOBP	1.14440669250938	Single replicons	5351479	0.468326417704011	4	PTU-X3	4.63728954767818
Enterobacter	conjugative	MOBF	1.14433693759064	Multiple replicons	4944105	52.3219619951302	2	PTU-E60	5.20234661695054
Salmonella	conjugative	MOBP	1.14425230560193	Single replicons	4774926	0.433311639122131	2	PTU-E27	4.97186471641497
Klebsiella	conjugative	MOBP	1.14396465389421	Multiple replicons	5333677	0.532486739263347	7	PTU-E25	5.08290738633471
Salmonella	conjugative	MOBP	1.14376109747235	Single replicons	4832735	0.513292614558437	1	PTU-I1	5.00720563819483
Klebsiella	conjugative	Multiple MOB	1.14354348519236	Multiple replicons	5293333	0.522807776545981	5	PTU-FK	5.17006212883258
Escherichia	mobilizable	MOBP	1.14340759454885	Multiple replicons	5478884	47.8865794092149	1	PTU-E5	4.97582685973483
Klebsiella	conjugative	Multiple MOB	1.14285730443374	Single replicons	5568837	0.526202436227964	3	PTU-C	5.19829135600116
Enterobacter	conjugative	MOBP	1.14241177040384	Single replicons	4722490	52.2132626158282	5	PTU-L/M	4.81197024840988
Klebsiella	mobilizable	MOBC	1.14174806804483	Single replicons	5418909	0.483149425287356	5	PTU-E8	4.63848925695464
Salmonella	conjugative	MOBH	1.1407521924875	Multiple replicons	4809628	0.464280875279453	6	PTU-HI2	5.37323576289164
Enterococcus	mobilizable	MOBV	1.13976613593546	Single replicons	3015822	0.361160693853266	2	PTU-Bac45	4.33943156467393
Klebsiella	conjugative	MOBF	1.13919500209924	Single replicons	5361094	0.520046893317702	6	PTU-N1	4.74386238781038
Enterobacter	conjugative	MOBF	1.13874870489529	Single replicons	5000117	53.8416596977994	5	PTU-E46	4.94097941915504
Escherichia	conjugative	MOBP	1.13818891960713	Single replicons	4829544	52.1087510294765	9	PTU-B/O/K/Z	5.01879200701917
Escherichia	mobilizable	MOBH	1.13786780607177	Single replicons	4557972	49.5237070570807	5	PTU-E49	5.08217118120941
Escherichia	mobilizable	MOBF	1.13773945412629	Single replicons	4656047	45.1913477537438	11	PTU-E1	3.47784447633876
Klebsiella	non-mobilizable	No MOB	1.13763600811338	Multiple replicons	5468181	0.493658421962504	5	PTU-E21	5.2522241833473
Escherichia	conjugative	MOBP	1.13589728695262	Single replicons	5055184	52.8033777229033	2	PTU-B/O/K/Z	4.95766474228677
Escherichia	conjugative	MOBF	1.13576973805898	Multiple replicons	4761479	50.827882971353	3	PTU-FE	5.19680878224914
Staphylococcus	mobilizable	No MOB	1.13469434682049	Multiple replicons	2761011	0.272170124787713	1	PTU-Bac42	4.43274487412905
Salmonella	non-mobilizable	No MOB	1.13419247911133	Multiple replicons	4979412	0.445400088571895	1	PTU-HI2	5.10960891608603
Salmonella	conjugative	MOBH	1.13321305780815	Multiple replicons	4645553	0.473269773757607	2	PTU-HI2	5.44462866993339
Staphylococcus	mobilizable	MOBV	1.13289522448649	Multiple replicons	2465749	0.302327068149853	4	PTU-Bac45	4.49532227721595
Escherichia	conjugative	MOBF	1.13279108658738	Multiple replicons	4633417	49.9776898224275	1	PTU-E77	5.383890732863
Escherichia	conjugative	MOBF	1.13276476806304	Multiple replicons	4800993	49.5051678290101	2	PTU-FE	5.20261907613833
Escherichia	conjugative	MOBF	1.13245268021377	Multiple replicons	5107874	51.5263305503419	3	PTU-FE	5.14319910196572
Escherichia	non-mobilizable	No MOB	1.13154484466742	Multiple replicons	5507715	47.877358490566	2	PTU-E5	4.97175813027784
Staphylococcus	mobilizable	No MOB	1.13138216194599	Multiple replicons	2769144	0.272385154425123	1	PTU-Bac42	4.36395025939664
Staphylococcus	mobilizable	No MOB	1.13034765904973	Multiple replicons	2870100	0.271820448877805	2	PTU-Bac42	4.43565328532642
Escherichia	conjugative	Multiple MOB	1.12892078460454	Multiple replicons	5012084	51.8715001473622	1	PTU-FE	5.13264385097308
Salmonella	conjugative	MOBH	1.12867264931455	Multiple replicons	4889480	0.468557057638505	1	PTU-HI2	5.36140482742166
Klebsiella	non-mobilizable	No MOB	1.12846755637096	Multiple replicons	5825890	0.519921415041212	5	PTU-FK	5.1938589370585
Enterobacter	non-mobilizable	No MOB	1.1283456296479	Multiple replicons	5176447	47.0380609284553	8	PTU-HI2	5.34157102394156
Enterobacter	mobilizable	MOBP	1.12814527886052	Single replicons	5144572	49.8064759747003	3	PTU-E3	4.32604896794674
Escherichia	conjugative	MOBP	1.12764760633408	Single replicons	5180264	51.9960803043528	6	PTU-I1	5.08435460608009
Escherichia	non-mobilizable	No MOB	1.12747232129303	Multiple replicons	5375715	47.8181760814463	2	PTU-E5	4.97809374070652
Klebsiella	mobilizable	MOBC	1.12721397879483	Single replicons	5511019	0.550362210975489	6	PTU-E4	4.00333125856133
Enterococcus	mobilizable	MOBV	1.12686036485338	Multiple replicons	2757662	0.334158906280959	1	PTU-Bac45	4.60612329172563
Klebsiella	non-mobilizable	No MOB	1.12608948172213	Single replicons	5160024	0.487913880705165	10	PTU-E40	5.36261628620149
Enterococcus	conjugative	MOBP	1.12606817149098	Single replicons	2831554	0.35695170184529	5	PTU-Lab50	5.35852683625684
Escherichia	non-mobilizable	No MOB	1.12599972839354	Multiple replicons	5643409	48.120944530984	2	PTU-E5	4.98648957507721
Acinetobacter	mobilizable	MOBP	1.12597182345065	Single replicons	4038616	0.416132724143214	3	PTU-Pse10	5.04519384501444
Escherichia	conjugative	MOBF	1.12528465613209	Multiple replicons	4803751	48.2415726406892	1	PTU-FE	5.00026483886632
Escherichia	non-mobilizable	No MOB	1.1242066247074	Multiple replicons	4784280	48.014301271117	7	PTU-E49	5.01605926106014
Klebsiella	non-mobilizable	No MOB	1.12397255077247	Single replicons	5353110	0.49277038750723	3	PTU-E15	5.08289303328818
Escherichia	non-mobilizable	No MOB	1.12345771870101	Single replicons	5211013	46.2263714932754	11	PTU-E16	5.03416704941358
Escherichia	conjugative	MOBF	1.12206523136248	Single replicons	4875835	52.1165263475665	3	PTU-N2/3	4.77543567575199
Escherichia	conjugative	MOBH	1.12149687449612	Multiple replicons	4988215	44.4916083699941	6	PTU-HI2	5.28807475711517
Klebsiella	conjugative	Multiple MOB	1.12080457547093	Multiple replicons	5319234	0.537161623269998	2	PTU-FK	5.02765534131917
Klebsiella	conjugative	MOBP	1.12071759683798	Single replicons	5449904	0.468326417704011	4	PTU-X3	4.63728954767818
Klebsiella	conjugative	MOBP	1.12061203261136	Single replicons	5200449	0.464003625534119	3	PTU-X3	4.66593728522202
Klebsiella	conjugative	MOBP	1.11934189051287	Multiple replicons	5305150	0.532393412293308	7	PTU-E25	5.08305089071651
Acinetobacter	non-mobilizable	No MOB	1.11914548285518	Single replicons	3749053	0.419741032001548	3	PTU-Pse10	5.05569170550108
Klebsiella	conjugative	Multiple MOB	1.11910223609257	Single replicons	5567341	0.526221439566217	3	PTU-C	5.19829135600116
Klebsiella	non-mobilizable	No MOB	1.11793344653965	Multiple replicons	5415638	0.501129266179039	2	PTU-E21	5.34774166796049
Escherichia	non-mobilizable	No MOB	1.11741195073494	Single replicons	5016451	48.0798159454915	6	PTU-Y	4.95620686191487
Escherichia	conjugative	MOBH	1.11659386177062	Multiple replicons	4648008	48.1608499322003	8	PTU-E40	5.48263922994507
Escherichia	conjugative	Multiple MOB	1.11600032788508	Multiple replicons	5038168	51.9576909286483	5	PTU-FE	5.14441851860207
Enterococcus	non-mobilizable	No MOB	1.11526274113514	Single replicons	2804833	0.349877113279213	5	PTU-Lab50	5.12797898891691
Escherichia	conjugative	MOBP	1.1151948576917	Single replicons	5566982	50.3806080747294	2	PTU-I1	4.94972170044958
Enterococcus	conjugative	MOBP	1.11392044863891	Single replicons	2829571	0.354647506050588	7	PTU-Lab50	5.298287470718
Klebsiella	mobilizable	MOBC	1.11380932538768	Single replicons	5418909	0.534739047868509	5	PTU-E4	4.18386747715217
Klebsiella	conjugative	Multiple MOB	1.11349719882142	Multiple replicons	5381566	0.521185559866962	4	PTU-FK	5.06241650718981
Klebsiella	conjugative	Multiple MOB	1.11322459056534	Single replicons	5568703	0.526221439566217	3	PTU-C	5.19829135600116
Enterococcus	non-mobilizable	No MOB	1.11242214254331	Single replicons	2801313	0.349884560959261	5	PTU-Lab50	5.12797898891691
Escherichia	conjugative	MOBP	1.11185627253067	Single replicons	5092774	50.2031792820297	1	PTU-I1	4.97767788767399
Klebsiella	conjugative	MOBH	1.11133516685788	Multiple replicons	5414231	0.47081256204699	3	PTU-HI1B	5.57370223743155
Klebsiella	conjugative	MOBP	1.11043412957047	Single replicons	5171734	0.535501708843746	3	PTU-L/M	4.89277891227108
Escherichia	conjugative	MOBP	1.10931253433034	Single replicons	4495859	50.4245784245784	5	PTU-I1	5.03432759448519
Klebsiella	conjugative	Multiple MOB	1.10919626048134	Multiple replicons	5329474	0.532943768184204	4	PTU-FK	5.30924040488278
Escherichia	conjugative	Multiple MOB	1.10842858192464	Multiple replicons	4731674	50.6279311850102	2	PTU-FE	5.25208080491522
Escherichia	non-mobilizable	No MOB	1.1082202053039	Single replicons	5113034	48.3557425844196	6	PTU-Y	4.98869270254982
Escherichia	non-mobilizable	No MOB	1.10764217018309	Single replicons	4778240	47.9453177840176	9	PTU-Y	4.98936971498615
Klebsiella	conjugative	Multiple MOB	1.10751090270094	Multiple replicons	5325686	0.526115138556783	1	PTU-FK	5.3749736808809
Salmonella	conjugative	MOBP	1.10668284197764	Single replicons	4856293	0.500492766192297	2	PTU-I1	5.00632910023339
Klebsiella	conjugative	MOBP	1.10665147449125	Single replicons	5263198	0.512226957492648	2	PTU-L/M	4.80338199532649
Salmonella	conjugative	MOBP	1.1058235334161	Single replicons	4913978	0.432994384580361	2	PTU-E27	4.93276285985437
Acinetobacter	non-mobilizable	No MOB	1.10509406109064	Single replicons	3787376	0.416662152157033	4	PTU-Pse10	5.04435942019134
Klebsiella	conjugative	Multiple MOB	1.10354202046243	Multiple replicons	5827436	0.523301749062491	3	PTU-FK	5.3213871342606
Klebsiella	non-mobilizable	No MOB	1.10316993774051	Single replicons	5511019	0.492641306918445	6	PTU-E15	5.04114783198514
Acinetobacter	mobilizable	MOBP	1.1031590764678	Single replicons	4033619	0.416150747519533	2	PTU-Pse10	5.04519384501444
Enterococcus	non-mobilizable	No MOB	1.10215658742962	Multiple replicons	2880300	0.352188867757992	4	PTU-Lab50	5.34201583275327
Enterobacter	conjugative	MOBF	1.09876059246104	Single replicons	4801031	52.8709192249845	6	PTU-N2/3	4.75216373193689
Klebsiella	conjugative	Multiple MOB	1.09796407290636	Multiple replicons	5513857	0.522429705945482	1	PTU-FK	5.23649443451522
Enterococcus	conjugative	MOBP	1.09691042125594	Single replicons	2907111	0.350605684233502	7	PTU-Lab50	5.28426600911719
Klebsiella	conjugative	MOBP	1.09682109886783	Single replicons	5329474	0.46830336560627	4	PTU-X3	4.63728954767818
Salmonella	conjugative	Multiple MOB	1.09578489596684	Single replicons	4881835	0.531294562991003	2	PTU-C	5.18829837014443
Klebsiella	conjugative	Multiple MOB	1.09553635713284	Multiple replicons	5245542	0.525646071100617	4	PTU-FK	5.35924717448969
Klebsiella	conjugative	Multiple MOB	1.09536164123271	Multiple replicons	5225737	0.51605466130114	2	PTU-FK	5.33184013554824
Klebsiella	conjugative	Multiple MOB	1.0945010110796	Multiple replicons	5411720	0.524521437931256	2	PTU-FK	5.33897017124212
Escherichia	non-mobilizable	No MOB	1.09436688756878	Single replicons	5455720	47.7857930067128	2	PTU-Y	4.99917405558849
Bacillus	non-mobilizable	No MOB	1.09428209592641	Multiple replicons	5585577	0.32329383261946	3	PTU-Bac39	5.56605901381435
Klebsiella	conjugative	Multiple MOB	1.09375770486561	Multiple replicons	5359358	0.524108496754298	4	PTU-FK	5.37064629968542
Escherichia	conjugative	MOBF	1.09351024231766	Multiple replicons	4541147	50.3813217418465	2	PTU-FE	5.06166731123352
Escherichia	conjugative	MOBP	1.09346334691874	Single replicons	5194327	42.3824760029535	5	PTU-I2	4.78493808138209
Escherichia	non-mobilizable	No MOB	1.09245931779912	Single replicons	4866010	48.0294157417905	3	PTU-Y	4.98289960045603
Escherichia	conjugative	MOBP	1.08855132195686	Single replicons	5031843	49.5590350895482	5	PTU-I1	4.98193633528467
Enterobacter	conjugative	MOBF	1.08845367894116	Multiple replicons	4683694	53.2982968641894	2	PTU-E60	5.15560624855417
Escherichia	conjugative	MOBF	1.08776456685614	Multiple replicons	5121071	52.4993986047631	3	PTU-FE	4.9198100201702
Escherichia	non-mobilizable	No MOB	1.08724837974219	Multiple replicons	5590682	48.2566973618462	1	PTU-E5	4.99149631775237
Klebsiella	conjugative	Multiple MOB	1.08699934631391	Multiple replicons	5465659	0.526091079287121	5	PTU-FK	5.31311815464846
Escherichia	non-mobilizable	No MOB	1.08626411164752	Single replicons	4696162	47.5290940941499	4	PTU-E25	4.95241947719853
Acinetobacter	mobilizable	MOBP	1.0861995207213	Single replicons	3971435	0.416131212544496	3	PTU-Pse10	5.04518601749103
Escherichia	conjugative	Multiple MOB	1.08581668134064	Multiple replicons	4814770	50.564632885212	4	PTU-FE	5.16151773313868
Enterococcus	conjugative	MOBP	1.08522396283407	Single replicons	2652140	0.356178413959356	3	PTU-Lab50	5.20445100601175
Escherichia	conjugative	MOBP	1.08424415266019	Multiple replicons	4974899	51.2748767742653	6	PTU-FE	5.03315022469257
Acinetobacter	non-mobilizable	No MOB	1.08402973457453	Single replicons	3993401	0.34380373724636	2	PTU-Pse7	4.24169586813981
Escherichia	conjugative	MOBP	1.08384005874644	Single replicons	5559392	52.1633207115811	10	PTU-B/O/K/Z	5.1460349626025
